sold_to_group,sold_to,sold_to_name,ship_to_state,ship_to,ship_to_name,address,bde_state,salesman_id,salesman_name,longitude,latitude
,A014450,TYREPOWER MARKETING NSW,NSW,A014456,TYREPOWER BAULKHAM HILLS,12 CENTRAL PLACE,NSW,61600775,LUTTRELL STEVE,150.9926978,-33.7603952
,A014450,TYREPOWER MARKETING NSW,NSW,A014457,TYREPOWER BEGA,10 CHURCH STREET,NSW,61601123,Cummings Mark,149.842614,-36.6724896
,A014450,TYREPOWER MARKETING NSW,NSW,A014458,TYREPOWER BELMORE,232 BURWOOD ROAD,NSW,61600997,Hamid Jallis,151.0858843,-33.9138822
,A014450,TYREPOWER MARKETING NSW,NSW,A014461,TYREPOWER BLAYNEY,19 ADELAIDE STREET,NSW,61600997,Hamid Jallis,149.2540254,-33.5363682
,A014450,TYREPOWER MARKETING NSW,NSW,A014462,TYREPOWER BOWRAL,41 KIRKHAM ROAD,NSW,61601123,Cummings Mark,150.4179122,-34.4755297
,A014450,TYREPOWER MARKETING NSW,NSW,A014463,TYREPOWER BROOKVALE,12/14 CHARD ROAD,NSW,61601123,Cummings Mark,151.2730387,-33.7628433
,A014450,TYREPOWER MARKETING NSW,NSW,A014464,TYREPOWER CAMPBELLTOWN,51 BLAXLAND RD,NSW,61600997,Hamid Jallis,150.8128104,-34.059747
,A014450,TYREPOWER MARKETING NSW,NSW,A014465,TYREPOWER COFFS HARBOUR,2/2 ISLE DRIVE,NSW,61600775,LUTTRELL STEVE,153.0911681,-30.3155033
,A014450,TYREPOWER MARKETING NSW,NSW,A014466,TYREPOWER COOMA,41 BOMBALA STREET,NSW,61601123,Cummings Mark,149.1278515,-36.2362743
,A014450,TYREPOWER MARKETING NSW,NSW,A014467,TYREPOWER POLO FLAT,26 HOLLAND ROAD,NSW,61601123,Cummings Mark,149.1442129,-36.2304807
,A014450,TYREPOWER MARKETING NSW,NSW,A014469,TYREPOWER WOLLONGONG CITY,59 FIVE ISLANDS ROAD,NSW,61601123,Cummings Mark,150.8739199,-34.4662491
,A014450,TYREPOWER MARKETING NSW,NSW,A014471,TYREPOWER DUBBO,128 BRISBANE STREET,NSW,61600997,Hamid Jallis,148.6044526,-32.2460098
,A014450,TYREPOWER MARKETING NSW,NSW,A014472,TYREPOWER INNER WEST,14 / 360 NEW CANTERBURY ROAD,NSW,61600997,Hamid Jallis,151.1447773,-33.9023622
,A014450,TYREPOWER MARKETING NSW,NSW,A014473,TYREPOWER DURAL,236 NEW LINE ROAD,NSW,61601123,Cummings Mark,151.0264108,-33.7059791
,A014450,TYREPOWER MARKETING NSW,NSW,A014474,TYREPOWER EDEN,4 BEN BOYD DRIVE,NSW,61601123,Cummings Mark,149.8938936,-37.0422572
,A014450,TYREPOWER MARKETING NSW,NSW,A014475,TYREPOWER ERINA,22 ASTON ROAD,NSW,61600775,LUTTRELL STEVE,151.3846657,-33.434292
,A014450,TYREPOWER MARKETING NSW,NSW,A014476,TYREPOWER FIGTREE,110 PRINCES HIGHWAY,NSW,61601123,Cummings Mark,150.8564585,-34.4396922
,A014450,TYREPOWER MARKETING NSW,NSW,A014477,TYREPOWER JELBARTS FORBES,62 LACHLAN STREET,NSW,61600997,Hamid Jallis,148.0096132,-33.3833118
,A014450,TYREPOWER MARKETING NSW,NSW,A014478,TYREPOWER GATESHEAD,7/18 OAKDALE ROAD,NSW,61600775,LUTTRELL STEVE,151.694809,-32.9896389
,A014450,TYREPOWER MARKETING NSW,NSW,A014479,TYREPOWER GLADESVILLE,140 PITTWATER ROAD,NSW,61601123,Cummings Mark,151.134191,-33.82141
,A014450,TYREPOWER MARKETING NSW,NSW,A014480,TYREPOWER GLEN INNES,200 CHURCH STREET,NSW,61600775,LUTTRELL STEVE,151.7387707,-29.7318114
,A014450,TYREPOWER MARKETING NSW,NSW,A014481,TYREPOWER GOULBURN,217 SLOANE STREET,NSW,61601123,Cummings Mark,149.7215611,-34.7550425
,A014450,TYREPOWER MARKETING NSW,NSW,A014484,TYREPOWER GRIFFITH,58 WILLANDRA AVE,NSW,61601123,Cummings Mark,146.0444355,-34.2956378
,A014450,TYREPOWER MARKETING NSW,NSW,A014485,TYREPOWER GUNNEDAH,11 TEMPEST ST,NSW,61600775,LUTTRELL STEVE,150.2485876,-30.9768183
,A014450,TYREPOWER MARKETING NSW,NSW,A014486,TYREPOWER HORNSBY,51 HUNTER STREET,NSW,61601123,Cummings Mark,151.1006432,-33.7018764
,A014450,TYREPOWER MARKETING NSW,NSW,A014489,TYREPOWER JINDABYNE,7 PERCY HARRIS STREET LEESVILL,NSW,61601123,Cummings Mark,148.5996858,-36.4374286
,A014450,TYREPOWER MARKETING NSW,NSW,A014490,TYREPOWER ILLAWARRA (KIAMA),6/2 BROWN STREET,NSW,61601123,Cummings Mark,150.848695,-34.665141
,A014450,TYREPOWER MARKETING NSW,NSW,A014491,TYREPOWER - KINCUMBER,1/34 AVOCA DRIVE,NSW,61600775,LUTTRELL STEVE,151.3815949,-33.4680604
,A014450,TYREPOWER MARKETING NSW,NSW,A014492,TYREPOWER KIRRAWEE,41 MONRO AVENUE,NSW,61600997,Hamid Jallis,151.0724499,-34.0304527
,A014450,TYREPOWER MARKETING NSW,NSW,A014495,TYREPOWER LISAROW,880 PACIFIC HIGHWAY,NSW,61600775,LUTTRELL STEVE,151.3613112,-33.3845012
,A014450,TYREPOWER MARKETING NSW,NSW,A014497,TYREPOWER LITHGOW,227 MAIN STREET,NSW,61600997,Hamid Jallis,150.1499656,-33.482782
,A014450,TYREPOWER MARKETING NSW,NSW,A014501,TYREPOWER MUDGEE,1 HORATIO STREET,NSW,61600997,Hamid Jallis,149.5963777,-32.6006747
,A014450,TYREPOWER MARKETING NSW,NSW,A014504,TYREPOWER - NORTH NARRABEEN,64 GARDEN ST,NSW,61601123,Cummings Mark,151.2950845,-33.7019381
,A014450,TYREPOWER MARKETING NSW,NSW,A014505,TYREPOWER NOWRA,71 NORTH STREET,NSW,61601123,Cummings Mark,150.6024496,-34.8722572
,A014450,TYREPOWER MARKETING NSW,NSW,A014507,TYREPOWER ORANGE,74 WILLIAM STREET,NSW,61600997,Hamid Jallis,149.1074951,-33.2778171
,A014450,TYREPOWER MARKETING NSW,NSW,A014508,TYREPOWER PARKES,28 DALTON STREET,NSW,61600997,Hamid Jallis,148.1726109,-33.1368458
,A014450,TYREPOWER MARKETING NSW,NSW,A014509,TYREPOWER PENRITH,2/2 PEACHTREE ROAD,NSW,61600775,LUTTRELL STEVE,150.6902574,-33.7456006
,A014450,TYREPOWER MARKETING NSW,NSW,A014510,TYREPOWER PORT MACQUARIE,23 JINDALEE RD,NSW,61600775,LUTTRELL STEVE,152.8844172,-31.4504685
,A014450,TYREPOWER MARKETING NSW,NSW,A014512,TYREPOWER KOGARAH,7 LINDSAY STREET,NSW,61600997,Hamid Jallis,151.1442837,-33.9588717
,A014450,TYREPOWER MARKETING NSW,NSW,A014513,TYREPOWER - ROSEBERY,577 BOTANY ROAD,NSW,61600997,Hamid Jallis,151.2024581,-33.9105634
,A014450,TYREPOWER MARKETING NSW,NSW,A014514,TYREPOWER ROUSE HILL,UNIT 8 2 RESOLUTION PLACE,NSW,61600775,LUTTRELL STEVE,150.9187487,-33.6838663
,A014450,TYREPOWER MARKETING NSW,NSW,A014515,TYREPOWER SANDGATE,29 WALLSEND ROAD,NSW,61600775,LUTTRELL STEVE,151.7076933,-32.8718755
,A014450,TYREPOWER MARKETING NSW,NSW,A014516,TYREPOWER SCONE,2 MUFFETT ST,NSW,61600775,LUTTRELL STEVE,150.868351,-32.0437473
,A014450,TYREPOWER MARKETING NSW,NSW,A014517,TYREPOWER SEVEN HILLS,177 PROSPECT HIGHWAY,NSW,61600775,LUTTRELL STEVE,150.9393938,-33.7712219
,A014450,TYREPOWER MARKETING NSW,NSW,A014518,TYREPOWER SOUTH WEST ROCKS,29 LINDSAY NOONAN DRIVE,NSW,61600775,LUTTRELL STEVE,153.0406089,-30.9090713
,A014450,TYREPOWER MARKETING NSW,NSW,A014522,TYREPOWER TOORMINA,631A HOGBIN DRIVE,NSW,61600775,LUTTRELL STEVE,153.0908386,-30.3485811
,A014450,TYREPOWER MARKETING NSW,NSW,A014523,TYREPOWER TORONTO,126 CARY ST,NSW,61600775,LUTTRELL STEVE,151.5943581,-33.0108264
,A014450,TYREPOWER MARKETING NSW,NSW,A014524,TYREPOWER TOUKLEY,310 MAIN ROAD,NSW,61600775,LUTTRELL STEVE,151.5455786,-33.2641917
,A014450,TYREPOWER MARKETING NSW,NSW,A014526,TYREPOWER TUNCURRY,CNR PINE AVENUE & NORFOLK CLOS,NSW,61600775,LUTTRELL STEVE,152.4931875,-32.1660722
,A014450,TYREPOWER MARKETING NSW,NSW,A014528,TYREPOWER ULLADULLA,74 PRINCES HIGHWAY,NSW,61601123,Cummings Mark,150.4760306,-35.3507871
,A014450,TYREPOWER MARKETING NSW,NSW,A014530,TYREPOWER GOSFORD,411 MANNS ROAD,NSW,61600775,LUTTRELL STEVE,151.3185605,-33.4249403
,A014450,TYREPOWER MARKETING NSW,NSW,A014531,DNU ANC_TYREPOWER WEST WYALONG,3 GELLING ST,NSW,61600997,Hamid Jallis,147.1973601,-33.9259175
,A014450,TYREPOWER MARKETING NSW,NSW,A014532,TYREPOWER WICKHAM,CNR RAILWAY & THROSBY STS,NSW,61600775,LUTTRELL STEVE,151.7565597,-32.9208821
,A014450,TYREPOWER MARKETING NSW,NSW,A014533,TYREPOWER WOY WOY,55 OCEAN BEACH RD,NSW,61600775,LUTTRELL STEVE,151.3202236,-33.4932511
,A014450,TYREPOWER MARKETING NSW,NSW,A014534,TYREPOWER YOUNG,121 LOVELL STREET,NSW,61600997,Hamid Jallis,148.2932175,-34.3109274
,A014450,TYREPOWER MARKETING NSW,NSW,A014540,DNU TYREPOWER ACT BELCONNEN,27 NETTLEFORD STREET,NSW,61601123,Cummings Mark,149.0592046,-35.240727
,A014450,TYREPOWER MARKETING NSW,NSW,A014541,DNU TYREPOWER QUEANBEYAN,20 YASS ROAD,NSW,61601123,Cummings Mark,149.2452475,-35.3440324
,A014450,TYREPOWER MARKETING NSW,NSW,A014542,TYREPOWER TUGGERANONG,REED & ANKTELLS STS,NSW,61601123,Cummings Mark,146.921099,-31.2532183
,A014450,TYREPOWER MARKETING NSW,NSW,A016357,TYREPOWER - WYONG,3 DULMISON AVE,NSW,61600775,LUTTRELL STEVE,151.4402219,-33.2688187
,A014450,TYREPOWER MARKETING NSW,NSW,A017126,TYREPOWER - AUBURN,2A SILVERWATER ROAD,NSW,61601123,Cummings Mark,151.0428627,-33.8437863
,A014450,TYREPOWER MARKETING NSW,NSW,A017292,TYREPOWER - ROZELLE,73 VICTORIA ROAD,NSW,61601123,Cummings Mark,151.1730474,-33.8655986
,A014450,TYREPOWER MARKETING NSW,NSW,A018245,TYREPOWER BERESFIELD,194 ANDERSON DRIVE,NSW,61600775,LUTTRELL STEVE,151.6519378,-32.803663
,A014450,TYREPOWER MARKETING NSW,NSW,A018688,TYREPOWER MAITLAND,2 JOHNSON ST,NSW,61600775,LUTTRELL STEVE,151.5427285,-32.7252773
,A014450,TYREPOWER MARKETING NSW,NSW,A019840,TYREPOWER INGLEBURN,17/79 WILLIAMSON ROAD,NSW,61600997,Hamid Jallis,150.8573816,-33.990567
,A014450,TYREPOWER MARKETING NSW,NSW,A020717,TYREPOWER COWRA,15 Kollas Drive,NSW,61600997,Hamid Jallis,148.6772602,-33.8423803
,A014450,TYREPOWER MARKETING NSW,NSW,A020959,TYREPOWER TAREN POINT,UNIT 6A 1-3 ENDEAVOUR RD,NSW,61600997,Hamid Jallis,151.1299611,-34.0309317
,A014450,TYREPOWER MARKETING NSW,NSW,A021798,TYREPOWER GREGORY HILLS,5/72 LASSO RD,NSW,61600997,Hamid Jallis,150.7668719,-34.0248402
,A014450,TYREPOWER MARKETING NSW,NSW,A022784,TYREPOWER TAMWORTH,CRN 215 BRIDGE AND HERCULES ST,NSW,61600775,LUTTRELL STEVE,150.9155581,-31.0950075
,A014450,TYREPOWER MARKETING NSW,NSW,A022814,TYREPOWER BATHURST,223 HOWICK ST,NSW,61600997,Hamid Jallis,149.5795415,-33.4148105
,A014450,TYREPOWER MARKETING NSW,NSW,A023299,TYREPOWER CAMDEN,39 ELIZABETH ST,NSW,61600997,Hamid Jallis,150.697237,-34.053036
,A014450,TYREPOWER MARKETING NSW,NSW,A023300,TYREPOWER MUSWELLBROOK,5 MAITLAND ST,NSW,61600775,LUTTRELL STEVE,150.8869276,-32.2690881
,A014450,TYREPOWER MARKETING NSW,NSW,A023576,TYREPOWER WALGETT,8 FOX ST,NSW,61600775,LUTTRELL STEVE,148.1170363,-30.0181758
,A014450,TYREPOWER MARKETING NSW,NSW,A023946,TYREPOWER ACT,27 NETTLEFOLD ST,NSW,61601123,Cummings Mark,149.0592046,-35.240727
,A014450,TYREPOWER MARKETING NSW,NSW,A027656,TYREPOWER WEST WYALONG,18/24 SHOWGROUND ROAD WEST,NSW,0,,147.199454,-33.927219
,A014450,TYREPOWER MARKETING NSW,NSW,A027658,TYREPOWER FYSHWICK,2 BARRIER ST,NSW,61601123,Cummings Mark,149.1776149,-35.3306121
,A014450,TYREPOWER MARKETING NSW,NSW,A027791,TYREPOWER QUEANBEYAN,20 YASS ROAD,NSW,61601123,Cummings Mark,149.2452475,-35.3440324
,A014450,TYREPOWER MARKETING NSW,NSW,A027792,TYREPOWER PARRAMATTA,UNIT 1/552-560 CHURCH ST,NSW,61601123,Cummings Mark,151.0035428,-33.7986303
,A014450,TYREPOWER MARKETING NSW,NSW,A029088,TYREPOWER WYKES,155-161 PRINCE ST,NSW,61600775,LUTTRELL STEVE,152.9362678,-29.6870525
,A014789,BUDGET TYRE OUTLET,NSW,A014792,BUDGET TYRE OUTLET - TWEED,3/18 MACHINERY DRIVE,QLD,61601084,Sampson Kieren,153.5400791,-28.2021225
,A014789,BUDGET TYRE OUTLET,QLD,A014791,BUDGET TYRE OUTLET - OXENFORD,8/142 SIGANTO DRIVE,QLD,61601084,Sampson Kieren,153.3153766,-27.8934015
,A014789,BUDGET TYRE OUTLET,QLD,A016236,BUDGET TYRE OUTLET - TINGALPA,1589 WYNNUM ROAD,QLD,61600251,Marsh Aaron,153.1302235,-27.4747817
,A015121,SUMITOMO RUBBER AUSTRALIA PTY LTD,SA,A015122,CITY DISCOUNT TYRES - MT BARKER,52 ADELAIDE ROAD,SA,61600951,Gultjaeff Jason,138.8548361,-35.0641934
,A015121,SUMITOMO RUBBER AUSTRALIA PTY LTD,SA,A015123,CITY DISCOUNT TYRES - MITCHELL PARK,933 MARION ROAD,SA,61600951,Gultjaeff Jason,138.5587099,-35.0108398
,A015121,SUMITOMO RUBBER AUSTRALIA PTY LTD,SA,A015124,CITY DISCOUNT TYRES - REYNELLA,147 SHERRIFFS ROAD,SA,61600951,Gultjaeff Jason,138.5261927,-35.1046672
,A015121,SUMITOMO RUBBER AUSTRALIA PTY LTD,SA,A015125,CITY DISCOUNT TYRES POORAKA,UNIT 1 1187 MAIN NORTH ROAD,SA,61600951,Gultjaeff Jason,138.6287474,-34.8136726
,A015121,SUMITOMO RUBBER AUSTRALIA PTY LTD,SA,A015126,CITY DISCOUNT TYRES - NAILSWORTH,159 MAIN NORTH ROAD,SA,61600951,Gultjaeff Jason,138.6029644,-34.8838912
,A015121,SUMITOMO RUBBER AUSTRALIA PTY LTD,SA,A015127,CITY DISCOUNT TYRES - PORT ADEL,321 COMMERCIAL ROAD,SA,61600951,Gultjaeff Jason,138.5099393,-34.8517663
,A015121,SUMITOMO RUBBER AUSTRALIA PTY LTD,WA,A015128,IDF CITY DISCOUNT TYRES - MADDINGTO,1/123 BURSLEM DVE,WA,60020059,Gilbert Michael,115.9792928,-32.0549371
,A015121,SUMITOMO RUBBER AUSTRALIA PTY LTD,WA,A015129,IDF CITY DISCOUNT TYRES - MALAGA,11 EXHIBITION DVE,WA,61600247,Fruci Davide,115.8818516,-31.8517191
,A015121,SUMITOMO RUBBER AUSTRALIA PTY LTD,WA,A015130,CITY DISCOUNT TYRES - BALCATTA,98 ERINDALE RD,WA,61600247,Fruci Davide,115.8090581,-31.8610696
,A015121,SUMITOMO RUBBER AUSTRALIA PTY LTD,WA,A015131,IDF CITY DISCOUNT TYRES - WANGARA,12 PRINDIVILLE DVE,WA,61600247,Fruci Davide,115.8159388,-31.7913016
,A015121,SUMITOMO RUBBER AUSTRALIA PTY LTD,WA,A015132,IDF CITY DISCOUNT TYRES - OSBOR,65 HOWE ST,WA,61600247,Fruci Davide,115.8134818,-31.9073155
,A015121,SUMITOMO RUBBER AUSTRALIA PTY LTD,WA,A015133,IDF CITY DISCOUNT TYRES - MYAREE,81 NORMA RD,WA,60020059,Gilbert Michael,115.82198,-32.0413235
,A015121,SUMITOMO RUBBER AUSTRALIA PTY LTD,WA,A015134,IDF CITY DISCOUNT TYRES MIDLAND,199 GREAT EASTERN HWY,WA,61600247,Fruci Davide,116.0168658,-31.8928662
,A015121,SUMITOMO RUBBER AUSTRALIA PTY LTD,WA,A015135,IDF CITY DISCOUNT TYRES - KELMSCOTT,1/2880 ALBANY HWY,WA,60020059,Gilbert Michael,116.0163101,-32.1160624
,A015121,SUMITOMO RUBBER AUSTRALIA PTY LTD,WA,A015136,IDF CITY DISCOUNT TYRES - JOONDALUP,6/209 WINTON RD,WA,61600247,Fruci Davide,115.7642461,-31.748084
,A015121,SUMITOMO RUBBER AUSTRALIA PTY LTD,WA,A015137,IDF CITY DISCOUNT TYRES - CANNINGTO,1487 ALBANY HWY,WA,60020059,Gilbert Michael,115.946528,-32.0275318
,A015121,SUMITOMO RUBBER AUSTRALIA PTY LTD,WA,A015138,IDF CITY DISCOUNT TYRES - CANNING V,5/255 BANNISTER RD,WA,60020059,Gilbert Michael,115.8943003,-32.0704827
,A015121,SUMITOMO RUBBER AUSTRALIA PTY LTD,WA,A015139,IDF CITY DISCOUNT TYRES - BELMONT,26 WYNYARD STREET,WA,61600247,Fruci Davide,115.92258,-31.95132
,A015121,SUMITOMO RUBBER AUSTRALIA PTY LTD,WA,A015140,IDF CITY DISCOUNT TYRES - MORLEY,2/85 BROUN AVENUE,WA,61600247,Fruci Davide,115.9033726,-31.9025106
,A015121,SUMITOMO RUBBER AUSTRALIA PTY LTD,WA,A015141,IDF CITY DISCOUNT TYRES - ROCKINGHA,CNR READ ST & ROBINSON RD,WA,60020059,Gilbert Michael,115.7400489,-32.2878762
,A015121,SUMITOMO RUBBER AUSTRALIA PTY LTD,WA,A023741,CITY DISCOUNT TYRES MANDURAH,8 DOWER ST,WA,60020059,Gilbert Michael,115.73841,-32.53502
,A015303,TESLA MOTORS AUSTRALIA PTY LTD,VIC,A018066,TESLA MOTORS - TRUGANINA,WAREHOUSE 1 42 AMHERST DR,VIC,61600991,Hobkirk Calvin,144.7550567,-37.8452459
,A015720,BILL'S TYRE CENTRE,QLD,A018884,COMPLETELY TYRED,Shop 4 26 Chambers Road,QLD,61600992,Spires Steven,152.7889552,-26.9727535
,A016592,RPM AUTOPARTS - CAMPBELLFIELD WH,NSW,A016593,RPM AUTOPARTS - SYDNEY WAREHOUSE,U5-6 / 350-356 HOXTON PARK RD,NSW,61600997,Hamid Jallis,150.8832566,-33.9284716
,A016592,RPM AUTOPARTS - CAMPBELLFIELD WH,QLD,A017657,RPM AUTOPARTS - BRISBANE WAREHOUSE,BLDG 2 / 450 SHERWOOD ROAD,QLD,61601120,Maclure Adam,152.991572,-27.5343349
,A016592,RPM AUTOPARTS - CAMPBELLFIELD WH,QLD,A017658,RPM AUTOPARTS - TOWNSVILLE WH,479-483 BAYSWATER ROAD,QLD,61601120,Maclure Adam,146.748599,-19.271278
,A016592,RPM AUTOPARTS - CAMPBELLFIELD WH,VIC,A018887,RPM AUTOPARTS (GOODYEAR) - MURRUMBE,967 NORTH ROAD,VIC,61600991,Hobkirk Calvin,145.0668458,-37.9069281
,A016592,RPM AUTOPARTS - CAMPBELLFIELD WH,VIC,A018889,RPM AUTOPARTS - MOORABBIN WAREHOUSE,17-21 KILPA ROAD,VIC,61600991,Hobkirk Calvin,145.0728936,-37.946966
,A016630,ACT TYRE BRAKE AND MECHANICAL,NSW,A017839,ACT BRAKE AND MECHANICAL - BRADDON,9 LONSDALE STREET,NSW,61601123,Cummings Mark,149.1322552,-35.2746173
,A016713,GOODYEAR AUTOCARE ARMIDALE,NSW,736375,GOODYEAR AUTOCARE - WAUCHOPE,85 CAMERON ST,NSW,61600775,LUTTRELL STEVE,152.7327613,-31.4624874
,A016713,GOODYEAR AUTOCARE ARMIDALE,NSW,736376,GOODYEAR AUTOCARE - KEMPSEY,90 BELGRAVE ST,NSW,61600775,LUTTRELL STEVE,152.8391045,-31.0804793
,A016713,GOODYEAR AUTOCARE ARMIDALE,NSW,A000691,GOODYEAR AUTOCARE - MACKSVILLE,33 COOPER STREET,NSW,61600775,LUTTRELL STEVE,152.921483,-30.712227
,A016713,GOODYEAR AUTOCARE ARMIDALE,NSW,A003486,GOODYEAR AUTOCARE - MUSWELLBROOK,49/53-55 MAITLAND STREET,NSW,61600775,LUTTRELL STEVE,150.8903755,-32.2725041
,A016713,GOODYEAR AUTOCARE ARMIDALE,NSW,A014284,GOODYEAR GLEN INNES,350 GREY STREET,NSW,61600775,LUTTRELL STEVE,151.7356124,-29.7358981
,A016713,GOODYEAR AUTOCARE ARMIDALE,NSW,A016903,GOODYEAR AUTO CARE - INVERELL,173 BYRON ST,NSW,61600775,LUTTRELL STEVE,151.1158474,-29.7704479
,A016713,GOODYEAR AUTOCARE ARMIDALE,QLD,A016904,GOODYEAR AUTOCARE CAIRNS,107 SHERIDAN ST CNR FLORENCE S,QLD,61600251,Marsh Aaron,145.7702888,-16.9203057
,A017115,MORNINGTON TYRES,VIC,A017173,NEW NORFOLK TYRE SERVICE,25 ? 27 BURNETT ST,VIC,61601007,Bilston Kelley,147.061505,-42.780671
,A017198,HEFTYS TYRE SERVICE,WA,A024385,HEFTYS TYRE SERVICE FORRESTFIELD,56 REYNOLDS RD,WA,61600247,Fruci Davide,115.991481,-31.9901315
,A017334,SSANGYONG AUSTRALIA PTY LTD,NSW,A017373,TAREE SSANGYONG,100 MANNING RIVER DRIVE,NSW,61600775,LUTTRELL STEVE,152.4879332,-31.9003633
,A017632,EVERTYRES PTY LTD,VIC,A017699,EVERTYRES - SUNSHINE WEST,181A FAIRBAIRN ROAD,VIC,61600996,Bellotto Nicola,144.8173193,-37.8122579
,A017632,EVERTYRES PTY LTD,VIC,A021626,EVER TYRES - LYNBROOK,SHOP 13 2 NORTHEY RD,VIC,61600991,Hobkirk Calvin,145.252653,-38.0458214
,A017663,RPM AUTOMOTIVE HOLDINGS - RE,NSW,A017664,RPM TYRE SERVICE - FYSHWICK,3 YALLOURN ST,NSW,61601123,Cummings Mark,149.168915,-35.3332375
,A017663,RPM AUTOMOTIVE HOLDINGS - RE,NSW,A017665,RPM TYRE SERVICE (METRO) - PRESTONS,UNIT 5 350 HOXTON PARK ROAD,NSW,61600997,Hamid Jallis,150.8833672,-33.9281931
,A017663,RPM AUTOMOTIVE HOLDINGS - RE,NSW,A017672,RPM TYRE SERVICE (METRO) - PENRITH,2091 CASTLEREAGH RD,NSW,61600775,LUTTRELL STEVE,150.6949315,-33.7338482
,A017663,RPM AUTOMOTIVE HOLDINGS - RE,QLD,A017675,RPM TYRE SERVICE - BOHLE,1/881 INGHAM ROAD,QLD,61601120,Maclure Adam,146.7162199,-19.2603149
,A017663,RPM AUTOMOTIVE HOLDINGS - RE,VIC,A017495,RPM TYRE SERVICE (VICWIDE) - KEALBA,5 MALCOLM COURT,VIC,61601007,Bilston Kelley,144.8257926,-37.7405682
,A017663,RPM AUTOMOTIVE HOLDINGS - RE,VIC,A017666,DNU_RPM AUTOPARTS (T&M) - CAROLINE,UNIT 5/2 DELMA RD,VIC,61601007,Bilston Kelley,144.7433627,-37.7581344
,A017663,RPM AUTOMOTIVE HOLDINGS - RE,VIC,A017668,DNU_COMPETITION TYRES - MURRUMBEENA,967 NORTH ROAD,VIC,61601007,Bilston Kelley,145.0668458,-37.9069281
,A017663,RPM AUTOMOTIVE HOLDINGS - RE,VIC,A017674,RPM TYRE SERVICE (VICWIDE) - DANDEN,1-7 AUSCO PLACE,VIC,61600991,Hobkirk Calvin,145.2360198,-38.0339506
,A017663,RPM AUTOMOTIVE HOLDINGS - RE,VIC,A022125,DNU_CHAPEL CORNER WAREHOUSE - MOORA,17-21 KILPA ROAD,VIC,61600991,Hobkirk Calvin,145.0728936,-37.946966
,A018248,BLACK RUBBER PTY LTD,NSW,A019336,TYRERIGHT GOSFORD,6 COMSERV CLOSE,NSW,61600775,LUTTRELL STEVE,151.3240284,-33.4139407
,A018248,BLACK RUBBER PTY LTD,NSW,A019337,TYRERIGHT INGLEBURN,54-56 Stennett Road,NSW,61600997,Hamid Jallis,150.8423468,-34.0047207
,A018248,BLACK RUBBER PTY LTD,QLD,A019343,TYRERIGHT LYTTON,20 FREIGHT STREET,QLD,61601120,Maclure Adam,153.144524,-27.4291413
,A018248,BLACK RUBBER PTY LTD,SA,A022905,BLACK RUBBER WINGFIELD,525 Grand Junction Rd (Cnr Sou,SA,61600951,Gultjaeff Jason,138.5640099,-34.8491477
,A018248,BLACK RUBBER PTY LTD,WA,A018987,DNU BLACK RUBBER WANGARA,229 GNANGARA ROAD,WA,61600247,Fruci Davide,115.8415459,-31.8002201
,A018891,MERCEDES-BENZ AUSTRALIA,NSW,A018945,MERCEDES-BENZ NEWCASTLE,1 PACIFIC HIGHWAY,NSW,61600775,LUTTRELL STEVE,151.6916076,-32.9898025
,A018891,MERCEDES-BENZ AUSTRALIA,NSW,A018947,MERCEDES-BENZ PARRAMATTA,306-308 CHURCH STREET,NSW,61600775,LUTTRELL STEVE,151.0040182,-33.8262209
,A018891,MERCEDES-BENZ AUSTRALIA,NSW,A018952,MERCEDES-BENZ SYDNEY,43-47 O¡¯RIORDAN STREET,NSW,61601123,Cummings Mark,151.1954919,-33.9124254
,A018891,MERCEDES-BENZ AUSTRALIA,NSW,A018967,ANC_MERCEDES PETER WARREN,13 HUME HIGHWAY,NSW,61600997,Hamid Jallis,150.9369157,-33.9105838
,A018891,MERCEDES-BENZ AUSTRALIA,NSW,A018972,SANDERSONS RUSHCUTTERS BAY SP,49-59 MCLACHLAN AVENUE,NSW,61601123,Cummings Mark,151.2270014,-33.877662
,A018891,MERCEDES-BENZ AUSTRALIA,QLD,A018951,MERCEDES-BENZ SUNSHINE COAST,65-73 MAROOCHY BOULEVARD,QLD,61600251,Marsh Aaron,153.0835219,-26.6638007
,A018891,MERCEDES-BENZ AUSTRALIA,VIC,A018925,MERCEDES-BENZ BERWICK,518 PRINCES HIGHWAY,VIC,61600996,Bellotto Nicola,145.3172003,-38.0268229
,A018891,MERCEDES-BENZ AUSTRALIA,VIC,A018926,ANC_MERCEDES-BENZ BRIGHTON,988 NEPEAN HIGHWAY,VIC,61600996,Bellotto Nicola,145.03862,-37.940567
,A018891,MERCEDES-BENZ AUSTRALIA,VIC,A018933,MERCEDES-BENZ GEELONG,1 SETTLEMENT ROAD,VIC,61601007,Bilston Kelley,144.3523843,-38.1762999
,A018891,MERCEDES-BENZ AUSTRALIA,VIC,A018942,MERCEDES-BENZ MELBOURNE,135 KINGSWAY,VIC,61601007,Bilston Kelley,144.9636012,-37.8279917
,A018891,MERCEDES-BENZ AUSTRALIA,VIC,A018943,MERCEDES-BENZ MELBOURNE AIRPORT,21-23 GOWRIE PARK DRIVE,VIC,61601007,Bilston Kelley,144.8557686,-37.6737903
